,FCLTY_NM,EVENT_SDIV_NM,EVENT_NM,RENTLSPCE_BEGIN_DE,RENTLSPCE_END_DE,REQST_EVENT_NMPR_CO,EXCCLC_EVENT_NMPR_CO,ISE_ELSE_FLAG_NM,USE_DAY_CO,WEEKDAY_BEGIN,WEEKDAY_END,WEEKEND,HOLIDAY,YEAR_END,BEGIN_AVG_WEEKDAY,END_AVG_WEEKDAY,AVG_MONTH,년도,월,계절,텍스트,유사공연_가중평균
1071,뮤즈라이브,문화예술행사,오하영 팬미팅,2019-07-20,2019-07-20,210,224,내부,1,5,5,1,0,0,6682.392273,3467.288401,6792.970874,2019년,7월,여름,뮤즈라이브 문화예술행사 오하영 팬미팅 2019년 7월 여름 내부,514.5531491
1072,핸드볼경기장,문화예술행사,CIX 데뷔 쇼케이스,2019-07-24,2019-07-24,3000,2823,내부,1,2,2,0,0,0,4465.204819,5102.242857,6792.970874,2019년,7월,여름,핸드볼경기장 문화예술행사 CIX 데뷔 쇼케이스 2019년 7월 여름 내부,5364.294105
1073,뮤즈라이브,문화예술행사,The cabaret,2019-07-25,2019-07-25,237,180,내부,1,3,3,0,0,0,15796.44595,3046.842105,6792.970874,2019년,7월,여름,뮤즈라이브 문화예술행사 The cabaret 2019년 7월 여름 내부,269.2787402
1074,핸드볼경기장,체육행사,문화체육관광부장관배 전국학생바둑대회,2019-07-27,2019-07-28,1000,1600,내부,2,5,6,1,0,0,6682.392273,9046.74234,6792.970874,2019년,7월,여름,올림픽홀 대중공연 레드벨벳 팬미팅 2019년 7월 여름 내부,2182.473473
1075,올림픽홀,대중공연,레드벨벳 팬미팅,2019-07-27,2019-07-27,2600,2337,내부,1,5,5,1,0,0,6682.392273,3467.288401,6792.970874,2019년,7월,여름,핸드볼경기장 체육행사 문화체육관광부장관배 전국학생바둑대회 2019년 7월 여름 내부,1254.603722
1076,올림픽홀,문화예술행사,2019 러블리즈 콘서트,2019-08-02,2019-08-04,7500,5428,내부,3,4,6,1,0,0,9870.415686,9046.74234,7725.131868,2019년,8월,여름,올림픽홀 문화예술행사 2019 러블리즈 콘서트 2019년 8월 여름 내부,4155.536898
1077,올림픽홀,대중공연,LANY 내한공연,2019-08-08,2019-08-08,3500,3230,내부,1,3,3,0,0,0,15796.44595,3046.842105,7725.131868,2019년,8월,여름,올림픽홀 대중공연 LANY 내한공연 2019년 8월 여름 내부,3236.557906
1078,올림픽홀,문화예술행사,2019 SF9 LIVE FANTASY #2 (가제),2019-08-10,2019-08-10,2700,2400,내부,1,5,5,1,0,0,6682.392273,3467.288401,7725.131868,2019년,8월,여름,핸드볼경기장 문화예술행사 2019 지코 단독콘서트 2019년 8월 여름 내부,5447.213462
1079,핸드볼경기장,문화예술행사,2019 지코 단독콘서트,2019-08-10,2019-08-11,9000,7591,내부,2,5,6,1,0,0,6682.392273,9046.74234,7725.131868,2019년,8월,여름,올림픽홀 문화예술행사 2019 SF9 LIVE FANTASY #2 (가제) 2019년 8월 여름 내부,4477.845396
1080,K-아트홀,순수예술공연,정미정 아쟁 콘서트 - 달의 노래,2019-08-14,2019-08-14,350,103,내부,1,2,2,0,0,0,4465.204819,5102.242857,7725.131868,2019년,8월,여름,K-아트홀 순수예술공연 정미정 아쟁 콘서트 - 달의 노래 2019년 8월 여름 내부,1112.715333
1081,올림픽홀,문화예술행사,2019 K-WORLD FESTA,2019-08-15,2019-08-25,24000,8069,내부,11,3,6,1,1,0,15796.44595,9046.74234,7725.131868,2019년,8월,여름,핸드볼경기장 문화예술행사 2019 K-WORLD FESTA 2019년 8월 여름 내부,5048.109575
1082,KSPO DOME(체조경기장),문화예술행사,2019 K-WORLD FESTA,2019-08-15,2019-08-25,68000,42512,내부,11,3,6,1,1,0,15796.44595,9046.74234,7725.131868,2019년,8월,여름,KSPO DOME(체조경기장) 문화예술행사 2019 K-WORLD FESTA 2019년 8월 여름 내부,26938.29321
1083,핸드볼경기장,문화예술행사,2019 K-WORLD FESTA,2019-08-15,2019-08-25,21000,4789,내부,11,3,6,1,1,0,15796.44595,9046.74234,7725.131868,2019년,8월,여름,올림픽홀 문화예술행사 2019 K-WORLD FESTA 2019년 8월 여름 내부,3906.595654
1084,K-아트홀,대중공연,2019 B1A4 ♥ BANA [HAPPY GONG CHAN DAY],2019-08-17,2019-08-17,700,810,내부,1,5,5,1,0,0,6682.392273,3467.288401,7725.131868,2019년,8월,여름,K-아트홀 대중공연 2019 B1A4 ♥ BANA [HAPPY GONG CHAN DAY] 2019년 8월 여름 내부,474.647886
1085,평화의광장,공공행사,2019 서울 스포츠 재능나눔 페스티벌,2019-08-31,2019-08-31,1500,1500,외부,1,5,5,1,0,0,6682.392273,3467.288401,7725.131868,2019년,8월,여름,평화의광장 공공행사 2019 서울 스포츠 재능나눔 페스티벌 2019년 8월 여름 외부,11879.79991
1086,올림픽홀,대중공연,잔나비 단독 콘서트,2019-09-01,2019-09-01,4500,5788,내부,1,6,6,1,0,0,4671.767123,9046.74234,5362.772727,2019년,9월,가을,KSPO DOME(체조경기장) 문화예술행사 2019 세븐틴 콘서트 2019년 9월 가을 내부,25367.81271
1087,KSPO DOME(체조경기장),문화예술행사,2019 세븐틴 콘서트,2019-09-01,2019-09-01,36000,33993,내부,1,6,6,1,0,0,4671.767123,9046.74234,5362.772727,2019년,9월,가을,올림픽홀 대중공연 잔나비 단독 콘서트 2019년 9월 가을 내부,3833.013079
1088,뮤즈라이브,문화예술행사,케빈오 팬미팅,2019-09-01,2019-09-01,198,194,내부,1,6,6,1,0,0,4671.767123,9046.74234,5362.772727,2019년,9월,가을,뮤즈라이브 문화예술행사 케빈오 팬미팅 2019년 9월 가을 내부,538.4392167
1089,우리금융아트홀,대중공연,뮤지컬 싯타르타(The Life Of siddhartha),2019-09-05,2019-09-29,30000,10058,내부,25,3,6,1,1,0,15796.44595,9046.74234,5362.772727,2019년,9월,가을,우리금융아트홀 대중공연 뮤지컬 싯타르타(The Life Of siddhartha) 2019년 9월 가을 내부,3531.96343
1090,KSPO DOME(체조경기장),문화예술행사,체인스모커스 내한공연,2019-09-06,2019-09-06,16000,8586,내부,1,4,4,0,0,0,9870.415686,2788.224138,5362.772727,2019년,9월,가을,올림픽홀 문화예술행사 THE 1975 콘서트 2019년 9월 가을 내부,4364.836691
1091,올림픽홀,문화예술행사,THE 1975 콘서트,2019-09-06,2019-09-06,5059,4218,내부,1,4,4,0,0,0,9870.415686,2788.224138,5362.772727,2019년,9월,가을,KSPO DOME(체조경기장) 문화예술행사 체인스모커스 내한공연 2019년 9월 가을 내부,9385.686297
1092,핸드볼경기장,체육행사,2019 회장배 코리아 인라인하키 챔피언십,2019-09-07,2019-09-07,1000,1000,내부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2019년,9월,가을,핸드볼경기장 체육행사 2019 회장배 코리아 인라인하키 챔피언십 2019년 9월 가을 내부,3772.890486
1093,뮤즈라이브,문화예술행사,기타연주회 <플레이더기타>,2019-09-07,2019-09-07,150,180,내부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2019년,9월,가을,뮤즈라이브 문화예술행사 기타연주회 <플레이더기타> 2019년 9월 가을 내부,222.0412833
1094,올림픽홀,대중공연,PEPSI CONCERT 2019,2019-09-08,2019-09-08,4000,2655,내부,1,6,6,1,0,0,4671.767123,9046.74234,5362.772727,2019년,9월,가을,올림픽홀 대중공연 PEPSI CONCERT 2019 2019년 9월 가을 내부,2710.034348
1095,핸드볼경기장,문화예술행사,2019 RYU JUNYEOL BIRTHDAY FANMEETING,2019-09-21,2019-09-21,4000,2958,내부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2019년,9월,가을,올림픽홀 대중공연 YG CONCERT 2019(블랙핑크 팬미팅) 2019년 9월 가을 내부,2274.447456
1096,올림픽홀,대중공연,YG CONCERT 2019(블랙핑크 팬미팅),2019-09-21,2019-09-21,6000,5048,내부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2019년,9월,가을,핸드볼경기장 문화예술행사 2019 RYU JUNYEOL BIRTHDAY FANMEETING 2019년 9월 가을 내부,5658.526061
1097,KSPO DOME(체조경기장),문화예술행사,2019 션 멘데스 & 더 월드 오브 한스 짐머 내한공연,2019-09-25,2019-09-29,20000,22153,내부,5,2,6,1,0,0,4465.204819,9046.74234,5362.772727,2019년,9월,가을,KSPO DOME(체조경기장) 문화예술행사 2019 션 멘데스 & 더 월드 오브 한스 짐머 내한공연 2019년 9월 가을 내부,18752.12292
1098,평화의광장,공공행사,2019 한성백제문화제,2019-09-27,2019-10-02,570000,60000,외부,6,4,2,0,0,0,9870.415686,5102.242857,5362.772727,2019년,9월 10월,,평화의광장 공공행사 2019 한성백제문화제 2019년 9월 10월  외부,4642.778274
1099,올림픽홀,문화예술행사,2019윤종신콘서트,2019-09-28,2019-09-28,4800,2744,내부,1,5,5,1,0,0,6682.392273,3467.288401,5362.772727,2019년,9월,가을,올림픽홀 문화예술행사 2019윤종신콘서트 2019년 9월 가을 내부,3563.610005
1100,88잔디마당,문화예술행사,SLOW LIFE SLOW LIVE  2019(슬로우 라이프 슬로우 라이브 2019),2019-10-05,2019-10-06,15000,6929,외부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2019년,10월,가을,88잔디마당 문화예술행사 SLOW LIFE SLOW LIVE  2019(슬로우 라이프 슬로우 라이브 2019) 2019년 10월 가을 외부,12499.35821
1101,뮤즈라이브,문화예술행사,2019 W24 단독콘서트,2019-10-12,2019-10-13,232,298,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2019년,10월,가을,KSPO DOME(체조경기장) 문화예술행사 슈퍼주니어 8번째 콘서트 2019년 10월 가을 내부,28458.93377
1102,KSPO DOME(체조경기장),문화예술행사,슈퍼주니어 8번째 콘서트,2019-10-12,2019-10-13,16000,16538,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2019년,10월,가을,뮤즈라이브 문화예술행사 2019 W24 단독콘서트 2019년 10월 가을 내부,4184.690247
1103,88호수수변무대,공공행사,2019 서울트레킹,2019-10-12,2019-10-12,1000,1000,외부,1,5,5,1,0,0,6682.392273,3467.288401,10281.05325,2019년,10월,가을,기타 공공행사 2019 송파복지축제 2019년 10월 가을 외부,13364.6019
1104,기타,공공행사,2019 송파복지축제,2019-10-12,2019-10-12,5000,5000,외부,1,5,5,1,0,0,6682.392273,3467.288401,10281.05325,2019년,10월,가을,88호수수변무대 공공행사 2019 서울트레킹 2019년 10월 가을 외부,14309.81857
1105,평화의광장,공공행사,2019 올림픽데이런 (2019 OLYMPIC DAY RUN),2019-10-13,2019-10-13,3000,3000,외부,1,6,6,1,0,0,4671.767123,9046.74234,10281.05325,2019년,10월,가을,평화의광장 공공행사 2019 올림픽데이런 (2019 OLYMPIC DAY RUN) 2019년 10월 가을 외부,14765.35886
1106,올림픽홀,체육행사,2019 전국장애인체육대회,2019-10-15,2019-10-19,5000,2100,내부,5,1,5,1,0,0,5544.786885,3467.288401,10281.05325,2019년,10월,가을,올림픽홀 체육행사 2019 전국장애인체육대회 2019년 10월 가을 내부,3533.529418
1107,핸드볼경기장,체육행사,2019년 전국 장애인체육대회,2019-10-15,2019-10-20,4000,3000,내부,6,1,6,1,0,0,5544.786885,9046.74234,10281.05325,2019년,10월,가을,핸드볼경기장 체육행사 2019년 전국 장애인체육대회 2019년 10월 가을 내부,1319.821553
1108,88호수수변무대,문화예술행사,그랜드 민트 페스티벌 2019 (GMF 2019),2019-10-19,2019-10-20,8000,19029,외부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2019년,10월,가을,88잔디마당 문화예술행사 그랜드 민트 페스티벌 2019 (GMF 2019) 2019년 10월 가을 외부,12174.01985
1109,88잔디마당,문화예술행사,그랜드 민트 페스티벌 2019 (GMF 2019),2019-10-19,2019-10-20,20000,19029,외부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2019년,10월,가을,KSPO DOME(체조경기장) 문화예술행사 그랜드 민트 페스티벌 2019 (GMF 2019) 2019년 10월 가을 내부,23660.96191
1110,KSPO DOME(체조경기장),문화예술행사,그랜드 민트 페스티벌 2019 (GMF 2019),2019-10-19,2019-10-20,8000,19029,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2019년,10월,가을,88호수수변무대 문화예술행사 그랜드 민트 페스티벌 2019 (GMF 2019) 2019년 10월 가을 외부,10278.71761
1111,핸드볼경기장,체육행사,2019 코리아오픈에어로빅대회겸 국제힙합대회,2019-10-25,2019-10-25,2600,2600,내부,1,4,4,0,0,0,9870.415686,2788.224138,10281.05325,2019년,10월,가을,핸드볼경기장 체육행사 2019 코리아오픈에어로빅대회겸 국제힙합대회 2019년 10월 가을 내부,3850.140005
1112,올림픽홀,문화예술행사,BoA 단독 콘서트,2019-10-26,2019-10-27,4500,4056,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2019년,10월,가을,올림픽홀 문화예술행사 BoA 단독 콘서트 2019년 10월 가을 내부,3110.312624
1113,KSPO DOME(체조경기장),문화예술행사,2019 WINNER CONCERT,2019-10-26,2019-10-27,20000,13557,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2019년,10월,가을,KSPO DOME(체조경기장) 문화예술행사 2019 WINNER CONCERT 2019년 10월 가을 내부,23247.07575
1114,K-아트홀,대중공연,스무살 단독콘서트 / 스웨덴세탁소 단독콘서트,2019-10-26,2019-10-27,389,462,내부,2,5,6,1,0,0,6682.392273,9046.74234,10281.05325,2019년,10월,가을,K-아트홀 대중공연 스무살 단독콘서트 / 스웨덴세탁소 단독콘서트 2019년 10월 가을 내부,672.5152609
1115,평화의광장,공공행사,서울특별시 2019년 아동참여 정책박람회,2019-11-02,2019-11-02,3000,2000,외부,1,5,5,1,0,0,6682.392273,3467.288401,5637.125,2019년,11월,가을,평화의광장 공공행사 서울특별시 2019년 아동참여 정책박람회 2019년 11월 가을 외부,11995.06125
1116,올림픽홀,대중공연,세카이노 오와리 내한공연,2019-11-02,2019-11-02,3300,3130,내부,1,5,5,1,0,0,6682.392273,3467.288401,5637.125,2019년,11월,가을,올림픽홀 대중공연 세카이노 오와리 내한공연 2019년 11월 가을 내부,3100.647993
1117,뮤즈라이브,문화예술행사,정민 2ND 콘서트(가제),2019-11-02,2019-11-03,600,314,내부,2,5,6,1,0,0,6682.392273,9046.74234,5637.125,2019년,11월,가을,뮤즈라이브 문화예술행사 정민 2ND 콘서트(가제) 2019년 11월 가을 내부,371.579263
1118,핸드볼경기장,체육행사,제7회 대한펜싱협회장배 전국남녀 클럽동호인 펜싱선수권대회,2019-11-03,2019-11-03,900,1200,내부,1,6,6,1,0,0,4671.767123,9046.74234,5637.125,2019년,11월,가을,핸드볼경기장 체육행사 제7회 대한펜싱협회장배 전국남녀 클럽동호인 펜싱선수권대회 2019년 11월 가을 내부,1079.976461
1119,올림픽홀,대중공연,KBS불후의명곡 콘서트,2019-11-09,2019-11-09,2500,1420,내부,1,5,5,1,0,0,6682.392273,3467.288401,5637.125,2019년,11월,가을,KSPO DOME(체조경기장) 문화예술행사 2019 AB6IX CONCERT 2019년 11월 가을 내부,22815.434
1120,KSPO DOME(체조경기장),문화예술행사,2019 AB6IX CONCERT,2019-11-09,2019-11-10,22000,11341,내부,2,5,6,1,0,0,6682.392273,9046.74234,5637.125,2019년,11월,가을,올림픽홀 대중공연 KBS불후의명곡 콘서트 2019년 11월 가을 내부,3523.53184
1121,KSPO DOME(체조경기장),문화예술행사,뉴이스트 팬미팅,2019-11-15,2019-11-17,27300,24831,내부,3,4,6,1,0,0,9870.415686,9046.74234,5637.125,2019년,11월,가을,KSPO DOME(체조경기장) 문화예술행사 뉴이스트 팬미팅 2019년 11월 가을 내부,34010.91971
1122,올림픽홀,문화예술행사,2019 플라이투더스카이 20주년 기념 콘서트,2019-11-16,2019-11-17,2500,3021,내부,2,5,6,1,0,0,6682.392273,9046.74234,5637.125,2019년,11월,가을,올림픽홀 문화예술행사 2019 플라이투더스카이 20주년 기념 콘서트 2019년 11월 가을 내부,5721.36443
1123,뮤즈라이브,문화예술행사,치과의사 밴드 연합 음악제,2019-11-16,2019-11-16,150,157,내부,1,5,5,1,0,0,6682.392273,3467.288401,5637.125,2019년,11월,가을,뮤즈라이브 문화예술행사 치과의사 밴드 연합 음악제 2019년 11월 가을 내부,185.3638302
1124,뮤즈라이브,문화예술행사,3인3색 콘서트,2019-11-17,2019-11-17,230,150,내부,1,6,6,1,0,0,4671.767123,9046.74234,5637.125,2019년,11월,가을,뮤즈라이브 문화예술행사 3인3색 콘서트 2019년 11월 가을 내부,295.8140672
1125,뮤즈라이브,문화예술행사,Life in Concert,2019-11-22,2019-11-23,198,266,내부,2,4,5,1,0,0,9870.415686,3467.288401,5637.125,2019년,11월,가을,뮤즈라이브 문화예술행사 Life in Concert 2019년 11월 가을 내부,1594.096165
1126,KSPO DOME(체조경기장),문화예술행사,2019 아이유 아시아 투어 콘서트,2019-11-23,2019-11-24,31000,26849,내부,2,5,6,1,0,0,6682.392273,9046.74234,5637.125,2019년,11월,가을,KSPO DOME(체조경기장) 문화예술행사 2019 아이유 아시아 투어 콘서트 2019년 11월 가을 내부,24674.80337
1127,올림픽홀,문화예술행사,2019 Stray Kids 단독콘서트 (가제),2019-11-23,2019-11-24,3000,3933,내부,2,5,6,1,0,0,6682.392273,9046.74234,5637.125,2019년,11월,가을,올림픽홀 문화예술행사 2019 Stray Kids 단독콘서트 (가제) 2019년 11월 가을 내부,3021.205068
1128,뮤즈라이브,문화예술행사,ENOi 팬미팅 및 신곡공개,2019-11-30,2019-11-30,150,140,내부,1,5,5,1,0,0,6682.392273,3467.288401,5637.125,2019년,11월,가을,뮤즈라이브 문화예술행사 ENOi 팬미팅 및 신곡공개 2019년 11월 가을 내부,223.1842894
1129,KSPO DOME(체조경기장),문화예술행사,2019 이승환 30주년 기념 콘서트,2019-12-01,2019-12-01,20000,14533,내부,1,6,6,1,0,0,4671.767123,9046.74234,9088.03012,2019년,12월,겨울,KSPO DOME(체조경기장) 문화예술행사 2019 이승환 30주년 기념 콘서트 2019년 12월 겨울 내부,29211.32401
1130,올림픽홀,문화예술행사,2019 국카스텐 하반기 전국투어 콘서트 [HAPPENING] - 서울공연,2019-12-01,2019-12-01,6500,4188,내부,1,6,6,1,0,0,4671.767123,9046.74234,9088.03012,2019년,12월,겨울,올림픽홀 문화예술행사 2019 국카스텐 하반기 전국투어 콘서트 [HAPPENING] - 서울공연 2019년 12월 겨울 내부,4244.822668
1131,K-아트홀,문화예술행사,2019 지현우 팬미팅,2019-12-01,2019-12-01,350,190,내부,1,6,6,1,0,0,4671.767123,9046.74234,9088.03012,2019년,12월,겨울,K-아트홀 문화예술행사 2019 지현우 팬미팅 2019년 12월 겨울 내부,1876.211176
1132,핸드볼경기장,체육행사,제3회 오텍그룹회장배 전국보치아동호인대회,2019-12-02,2019-12-03,1000,300,내부,2,0,1,0,0,0,4026.73913,6651.4375,9088.03012,2019년,12월,겨울,핸드볼경기장 체육행사 제3회 오텍그룹회장배 전국보치아동호인대회 2019년 12월 겨울 내부,1579.680607
1133,K-아트홀,대중공연,2019 박지윤 콘서트,2019-12-06,2019-12-07,800,605,내부,2,4,5,1,0,0,9870.415686,3467.288401,9088.03012,2019년,12월,겨울,올림픽홀 문화예술행사 2019 10cm 연말 단독 콘서트 - 서울공연 2019년 12월 겨울 내부,4464.73708
1134,뮤즈라이브,문화예술행사,매풍(魅風),2019-12-06,2019-12-06,200,185,내부,1,4,4,0,0,0,9870.415686,2788.224138,9088.03012,2019년,12월,겨울,K-아트홀 대중공연 2019 박지윤 콘서트 2019년 12월 겨울 내부,467.4156645
1135,올림픽홀,문화예술행사,2019 10cm 연말 단독 콘서트 - 서울공연,2019-12-06,2019-12-08,7000,7444,내부,3,4,6,1,0,0,9870.415686,9046.74234,9088.03012,2019년,12월,겨울,뮤즈라이브 문화예술행사 매풍(魅風) 2019년 12월 겨울 내부,241.6775766
1136,핸드볼경기장,문화예술행사,2019 다이나믹듀오 단독 콘서트,2019-12-07,2019-12-08,6100,5539,내부,2,5,6,1,0,0,6682.392273,9046.74234,9088.03012,2019년,12월,겨울,핸드볼경기장 문화예술행사 2019 다이나믹듀오 단독 콘서트 2019년 12월 겨울 내부,5089.2094
1137,뮤즈라이브,문화예술행사,사물놀이 한뫼 20주년 스물놀이 가잔다,2019-12-07,2019-12-07,100,165,내부,1,5,5,1,0,0,6682.392273,3467.288401,9088.03012,2019년,12월,겨울,뮤즈라이브 문화예술행사 사물놀이 한뫼 20주년 스물놀이 가잔다 2019년 12월 겨울 내부,250.6390599
1138,KSPO DOME(체조경기장),문화예술행사,2019 나훈아 청춘어게인(앵콜),2019-12-13,2019-12-16,21000,22367,내부,4,4,0,0,0,0,9870.415686,19989.09615,9088.03012,2019년,12월,겨울,KSPO DOME(체조경기장) 문화예술행사 2019 나훈아 청춘어게인(앵콜) 2019년 12월 겨울 내부,20610.59329
1139,K-아트홀,대중공연,2019 YANG PA CONCERT,2019-12-13,2019-12-13,800,581,내부,1,4,4,0,0,0,9870.415686,2788.224138,9088.03012,2019년,12월,겨울,K-아트홀 대중공연 2019 YANG PA CONCERT 2019년 12월 겨울 내부,642.6786551
1140,핸드볼경기장,문화예술행사,BOYZ II MEN concert in Seoul,2019-12-14,2019-12-15,8000,7010,내부,2,5,6,1,0,0,6682.392273,9046.74234,9088.03012,2019년,12월,겨울,올림픽홀 문화예술행사 2019 정승환 연말 콘서트 2019년 12월 겨울 내부,5047.335465
1141,올림픽홀,문화예술행사,2019 정승환 연말 콘서트,2019-12-14,2019-12-15,2500,4444,내부,2,5,6,1,0,0,6682.392273,9046.74234,9088.03012,2019년,12월,겨울,핸드볼경기장 문화예술행사 BOYZ II MEN concert in Seoul 2019년 12월 겨울 내부,5158.763904
1142,K-아트홀,문화예술행사,2019-2020 PERFORMANCE OF THE YEAR,2019-12-15,2019-12-15,300,250,내부,1,6,6,1,0,0,4671.767123,9046.74234,9088.03012,2019년,12월,겨울,K-아트홀 문화예술행사 2019-2020 PERFORMANCE OF THE YEAR 2019년 12월 겨울 내부,2176.744368
1143,K-아트홀,순수예술공연,연극공연 / 못생긴 당신 [(사)전문예술극단 특별기획공연],2019-12-17,2019-12-18,780,660,내부,2,1,2,0,0,0,5544.786885,5102.242857,9088.03012,2019년,12월,겨울,K-아트홀 순수예술공연 연극공연 / 못생긴 당신 [(사)전문예술극단 특별기획공연] 2019년 12월 겨울 내부,1223.623598
1144,KSPO DOME(체조경기장),문화예술행사,PSY CONCERT 올나잇스탠드 2019,2019-12-20,2019-12-24,52600,46133,내부,5,4,1,0,0,1,9870.415686,6651.4375,9088.03012,2019년,12월,겨울,KSPO DOME(체조경기장) 문화예술행사 PSY CONCERT 올나잇스탠드 2019 2019년 12월 겨울 내부,18893.56329
1145,올림픽홀,문화예술행사,2019 DAY6 연말콘서트,2019-12-20,2019-12-24,14800,12665,내부,5,4,1,0,0,1,9870.415686,6651.4375,9088.03012,2019년,12월,겨울,올림픽홀 문화예술행사 2019 DAY6 연말콘서트 2019년 12월 겨울 내부,4399.741669
1146,핸드볼경기장,문화예술행사,PARK JIHOON MINI CONCERT (가제),2019-12-21,2019-12-22,7200,7069,내부,2,5,6,1,0,1,6682.392273,9046.74234,9088.03012,2019년,12월,겨울,핸드볼경기장 문화예술행사 PARK JIHOON MINI CONCERT (가제) 2019년 12월 겨울 내부,7855.358247
1147,K-아트홀,대중공연,2019 페퍼톤스 연말콘서트,2019-12-21,2019-12-25,1600,2186,내부,5,5,2,1,1,1,6682.392273,5102.242857,9088.03012,2019년,12월,겨울,K-아트홀 대중공연 2019 페퍼톤스 연말콘서트 2019년 12월 겨울 내부,567.9655288
1148,핸드볼경기장,문화예술행사,LEE YONGSIN CONCERT (가제),2019-12-24,2019-12-25,7200,7460,내부,2,1,2,0,1,1,5544.786885,5102.242857,9088.03012,2019년,12월,겨울,핸드볼경기장 문화예술행사 LEE YONGSIN CONCERT (가제) 2019년 12월 겨울 내부,7398.511185
1149,K-아트홀,대중공연,2019 이진아 연말콘서트,2019-12-28,2019-12-29,700,726,내부,2,5,6,1,0,1,6682.392273,9046.74234,9088.03012,2019년,12월,겨울,올림픽홀 문화예술행사 2019 박진영 나쁜파티 2019년 12월 겨울 내부,6612.889655
1150,올림픽홀,문화예술행사,2019 박진영 나쁜파티,2019-12-28,2019-12-31,8100,8643,내부,4,5,1,1,0,1,6682.392273,6651.4375,9088.03012,2019년,12월,겨울,핸드볼경기장 문화예술행사 Crush Concert 2019 'happier' 2019년 12월 겨울 내부,5452.680698
1151,핸드볼경기장,문화예술행사,Crush Concert 2019 'happier',2019-12-28,2019-12-31,12000,14798,내부,4,5,1,1,0,1,6682.392273,6651.4375,9088.03012,2019년,12월,겨울,K-아트홀 대중공연 2019 이진아 연말콘서트 2019년 12월 겨울 내부,920.2712167
1152,KSPO DOME(체조경기장),문화예술행사,EXO 5번째 콘서트 앵콜 공연,2019-12-29,2019-12-31,52000,44144,내부,3,6,1,1,0,1,4671.767123,6651.4375,9088.03012,2019년,12월,겨울,KSPO DOME(체조경기장) 문화예술행사 EXO 5번째 콘서트 앵콜 공연 2019년 12월 겨울 내부,34185.75298
1153,올림픽홀,대중공연,2020 빅톤 첫 단독 콘서트,2020-01-04,2020-01-05,5000,5847,내부,2,5,6,1,0,0,6682.392273,9046.74234,8519.324324,2020년,1월,겨울,올림픽홀 대중공연 2020 빅톤 첫 단독 콘서트 2020년 1월 겨울 내부,4089.241839
1154,올림픽홀,대중공연,허클베리피(Huckleberry P) 분신[焚身] 9,2020-01-11,2020-01-11,3000,3242,내부,1,5,5,1,0,0,6682.392273,3467.288401,8519.324324,2020년,1월,겨울,올림픽홀 대중공연 허클베리피(Huckleberry P) 분신[焚身] 9 2020년 1월 겨울 내부,3864.916416
1155,K-아트홀,대중공연,이재진 팬미팅,2020-01-11,2020-01-11,400,401,내부,1,5,5,1,0,0,6682.392273,3467.288401,8519.324324,2020년,1월,겨울,K-아트홀 대중공연 이재진 팬미팅 2020년 1월 겨울 내부,424.0692489
1156,뮤즈라이브,문화예술행사,안은경의 피리[절대 변하지 않는 것들],2020-01-14,2020-01-14,200,118,내부,1,1,1,0,0,0,5544.786885,6651.4375,8519.324324,2020년,1월,겨울,뮤즈라이브 문화예술행사 안은경의 피리[절대 변하지 않는 것들] 2020년 1월 겨울 내부,346.8065648
1157,핸드볼경기장,문화예술행사,태연 4번째 콘서트,2020-01-17,2020-01-19,10000,12251,내부,3,4,6,1,0,0,9870.415686,9046.74234,8519.324324,2020년,1월,겨울,핸드볼경기장 문화예술행사 태연 4번째 콘서트 2020년 1월 겨울 내부,6741.521488
1158,올림픽홀,문화예술행사,2020 여자친구 팬미팅,2020-01-18,2020-01-18,2500,2554,내부,1,5,5,1,0,0,6682.392273,3467.288401,8519.324324,2020년,1월,겨울,올림픽홀 문화예술행사 2020 여자친구 팬미팅 2020년 1월 겨울 내부,3505.24619
1159,K-아트홀,대중공연,2020 BUMZU CONCERT,2020-02-01,2020-02-02,1200,802,내부,2,5,6,1,0,0,6682.392273,9046.74234,5050.405063,2020년,2월,겨울,올림픽홀 문화예술행사 2020 에이핑크 콘서트 2020년 2월 겨울 내부,5426.337474
1160,올림픽홀,문화예술행사,2020 에이핑크 콘서트,2020-02-01,2020-02-02,5000,3896,내부,2,5,6,1,0,0,6682.392273,9046.74234,5050.405063,2020년,2월,겨울,K-아트홀 대중공연 2020 BUMZU CONCERT 2020년 2월 겨울 내부,434.2689224
